treat_cond,prop_teammates_other_caste,prop_opponents_other_caste,baseline_prop_other_caste_nbrs,baseline_bowl_test_speed,n_other_caste_friends,n_other_caste_future_friends,bins_teammates_other_caste,bins_opponents_other_caste,bin_midpoint_opponents
control,NA,NA,0.14814814925193787,97,1,5,NA,NA,NA
team_mix,1,0.800000011920929,0.261904776096344,78,3,4,75-100%,"(0.775,0.8]",0.800000011920929
team_hom,0,0.574999988079071,0.261904776096344,95,11,25,NA,"(0.525,0.575]",0.5640410944207074
team_mix,0.25,0.6000000238418579,0.5714285969734192,76,3,14,0-25%,"(0.575,0.625]",0.615526324824283
team_mix,0.75,0.7250000238418579,0.4000000059604645,84,5,5,50-75%,"(0.7,0.725]",0.7250000238418579
control,NA,NA,0.16129031777381897,79,0,2,NA,NA,NA
team_mix,0.75,0.574999988079071,0.36666667461395264,100,6,20,50-75%,"(0.525,0.575]",0.5640410944207074
team_mix,0.25,0.625,0.36666667461395264,100,0,5,0-25%,"(0.575,0.625]",0.615526324824283
team_mix,1,0.675000011920929,0.261904776096344,90,3,8,75-100%,"(0.65,0.675]",0.675000011920929
team_hom,0,0.675000011920929,0.35483869910240173,82,1,1,NA,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.07692307978868484,94,1,1,NA,NA,NA
control,NA,NA,0.261904776096344,65,0,1,NA,NA,NA
team_mix,0.25,0.7250000238418579,0.6567164063453674,82,1,1,0-25%,"(0.7,0.725]",0.7250000238418579
control,NA,NA,0.35483869910240173,83,0,7,NA,NA,NA
control,NA,NA,0.36666667461395264,87,2,4,NA,NA,NA
team_mix,0.75,0.875,0,99,1,4,50-75%,"(0.8,0.975]",0.8523437511175871
control,NA,NA,0.703125,82,7,21,NA,NA,NA
team_mix,0.75,0.7250000238418579,0.3181818127632141,79,4,10,50-75%,"(0.7,0.725]",0.7250000238418579
team_mix,0.75,0.6499999761581421,0.8823529481887817,93,1,12,50-75%,"(0.625,0.65]",0.6499999761581421
control,NA,NA,0.8461538553237915,88,0,2,NA,NA,NA
team_hom,0,0.625,0,82,0,1,NA,"(0.575,0.625]",0.615526324824283
team_mix,0.75,0.4749999940395355,0.261904776096344,81,0,3,50-75%,"(0.35,0.525]",0.49381187086058137
team_hom,0,0.625,0.4000000059604645,70,2,4,NA,"(0.575,0.625]",0.615526324824283
team_mix,0.75,0.675000011920929,0.703125,94,0,3,50-75%,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.9523809552192688,81,2,8,NA,NA,NA
team_mix,0.75,0.7250000238418579,0.14814814925193787,84,9,15,50-75%,"(0.7,0.725]",0.7250000238418579
team_hom,0,0.550000011920929,0.261904776096344,77,0,2,NA,"(0.525,0.575]",0.5640410944207074
control,NA,NA,0.8214285373687744,67,1,5,NA,NA,NA
team_mix,0.25,0.7250000238418579,0.16129031777381897,76,2,3,0-25%,"(0.7,0.725]",0.7250000238418579
team_mix,1,0.6499999761581421,0.4571428596973419,80,5,13,75-100%,"(0.625,0.65]",0.6499999761581421
team_mix,1,0.675000011920929,0.3181818127632141,80,1,5,75-100%,"(0.65,0.675]",0.675000011920929
team_mix,0.5,0.7749999761581421,0.36666667461395264,87,2,3,25-50%,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.6567164063453674,87,0,0,NA,NA,NA
team_hom,0,0.75,0.16129031777381897,85,0,1,NA,"(0.725,0.775]",0.7600446332778249
team_mix,0.75,0.6499999761581421,0.949999988079071,61,NA,NA,50-75%,"(0.625,0.65]",0.6499999761581421
team_mix,1,0.6499999761581421,0.703125,98,9,10,75-100%,"(0.625,0.65]",0.6499999761581421
team_hom,0,0.75,0.6567164063453674,83,5,6,NA,"(0.725,0.775]",0.7600446332778249
team_mix,0.75,0.7250000238418579,0.07692307978868484,84,3,9,50-75%,"(0.7,0.725]",0.7250000238418579
team_hom,0,0.824999988079071,0.40740740299224854,70,0,3,NA,"(0.8,0.975]",0.8523437511175871
control,NA,NA,0.6567164063453674,95,1,1,NA,NA,NA
control,NA,NA,0,88,6,16,NA,NA,NA
team_mix,0.75,0.625,0.696969747543335,79,6,21,50-75%,"(0.575,0.625]",0.615526324824283
team_hom,0,0.675000011920929,0.16129031777381897,88,0,0,NA,"(0.65,0.675]",0.675000011920929
control,NA,NA,0,94,10,27,NA,NA,NA
team_hom,0,0.574999988079071,0.703125,80,8,14,NA,"(0.525,0.575]",0.5640410944207074
control,NA,NA,0.703125,87,NA,NA,NA,NA,NA
team_mix,0.5,0.800000011920929,0,91,0,1,25-50%,"(0.775,0.8]",0.800000011920929
team_hom,0,0.875,0.5714285969734192,83,3,16,NA,"(0.8,0.975]",0.8523437511175871
control,NA,NA,0.703125,80,3,6,NA,NA,NA
team_mix,0.5,0.5,0.4571428596973419,93,4,15,25-50%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.07692307978868484,90,1,2,NA,NA,NA
control,NA,NA,0.47826087474823,83,0,0,NA,NA,NA
team_mix,0.75,0.7250000238418579,0.3181818127632141,86,0,1,50-75%,"(0.7,0.725]",0.7250000238418579
control,NA,NA,0.4571428596973419,77,3,3,NA,NA,NA
team_mix,0.5,0.6499999761581421,0.14814814925193787,83,2,2,25-50%,"(0.625,0.65]",0.6499999761581421
team_mix,1,0.7749999761581421,0.4571428596973419,83,6,7,75-100%,"(0.725,0.775]",0.7600446332778249
team_mix,1,0.6000000238418579,0.8461538553237915,87,6,15,75-100%,"(0.575,0.625]",0.615526324824283
team_mix,0.25,0.75,0.6567164063453674,85,0,5,0-25%,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.8461538553237915,93,2,14,NA,NA,NA
control,NA,NA,0.703125,83,2,4,NA,NA,NA
team_mix,0.75,0.4749999940395355,0.703125,87,3,4,50-75%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.7307692170143127,92,2,5,NA,NA,NA
team_mix,1,0.6000000238418579,0.47058823704719543,83,1,2,75-100%,"(0.575,0.625]",0.615526324824283
team_hom,0,0.675000011920929,0.16129031777381897,87,0,0,NA,"(0.65,0.675]",0.675000011920929
team_mix,1,0.675000011920929,0.75,83,2,5,75-100%,"(0.65,0.675]",0.675000011920929
team_hom,0,0.625,0.14814814925193787,81,0,5,NA,"(0.575,0.625]",0.615526324824283
control,NA,NA,0.16129031777381897,88,0,0,NA,NA,NA
team_mix,0.25,0.75,0.6567164063453674,100,0,10,0-25%,"(0.725,0.775]",0.7600446332778249
team_mix,1,0.5249999761581421,0.5714285969734192,79,6,19,75-100%,"(0.35,0.525]",0.49381187086058137
team_mix,0.5,0.7250000238418579,0.703125,95,1,3,25-50%,"(0.7,0.725]",0.7250000238418579
team_mix,0.75,0.824999988079071,0.40740740299224854,96,8,12,50-75%,"(0.8,0.975]",0.8523437511175871
team_mix,0.25,0.625,0.14814814925193787,90,1,2,0-25%,"(0.575,0.625]",0.615526324824283
team_mix,0.5,0.7749999761581421,0.4000000059604645,66,3,8,25-50%,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.6567164063453674,65,NA,NA,NA,NA,NA
control,NA,NA,0.47058823704719543,106,1,4,NA,NA,NA
team_mix,0.75,0.6499999761581421,0.261904776096344,82,2,10,50-75%,"(0.625,0.65]",0.6499999761581421
team_mix,0.5,0.699999988079071,0.7962962985038757,80,1,7,25-50%,"(0.675,0.7]",0.699999988079071
team_mix,0.75,0.6499999761581421,0.261904776096344,87,7,14,50-75%,"(0.625,0.65]",0.6499999761581421
team_mix,1,0.75,0.7307692170143127,74,3,6,75-100%,"(0.725,0.775]",0.7600446332778249
team_mix,0.25,0.7250000238418579,0.261904776096344,89,3,10,0-25%,"(0.7,0.725]",0.7250000238418579
team_hom,0,0.675000011920929,0.16129031777381897,80,3,7,NA,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.36666667461395264,93,2,3,NA,NA,NA
control,NA,NA,0,97,0,2,NA,NA,NA
team_hom,0,0.625,0.4000000059604645,82,10,12,NA,"(0.575,0.625]",0.615526324824283
control,NA,NA,0.261904776096344,96,0,0,NA,NA,NA
team_mix,0.75,0.6000000238418579,0.6567164063453674,89,1,2,50-75%,"(0.575,0.625]",0.615526324824283
control,NA,NA,0.35483869910240173,101,9,18,NA,NA,NA
team_hom,0,0.800000011920929,0.40740740299224854,91,NA,NA,NA,"(0.775,0.8]",0.800000011920929
team_mix,1,0.625,0.3181818127632141,76,5,9,75-100%,"(0.575,0.625]",0.615526324824283
team_hom,0,0.675000011920929,0.6666666865348816,72,0,0,NA,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.16129031777381897,86,0,0,NA,NA,NA
team_mix,1,0.6000000238418579,0.3181818127632141,77,2,6,75-100%,"(0.575,0.625]",0.615526324824283
team_mix,0.5,0.75,0,59,2,4,25-50%,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.7962962985038757,74,3,10,NA,NA,NA
team_mix,0.75,0.675000011920929,0.261904776096344,87,1,9,50-75%,"(0.65,0.675]",0.675000011920929
team_mix,1,0.7749999761581421,0.703125,82,7,14,75-100%,"(0.725,0.775]",0.7600446332778249
team_mix,0.25,0.7250000238418579,0.6567164063453674,74,1,3,0-25%,"(0.7,0.725]",0.7250000238418579
control,NA,NA,0.47058823704719543,95,0,0,NA,NA,NA
control,NA,NA,0.761904776096344,64,2,5,NA,NA,NA
team_mix,0.75,0.5249999761581421,0.47058823704719543,100,12,15,50-75%,"(0.35,0.525]",0.49381187086058137
team_hom,0,0.574999988079071,0.261904776096344,87,0,2,NA,"(0.525,0.575]",0.5640410944207074
control,NA,NA,0.47058823704719543,88,0,0,NA,NA,NA
control,NA,NA,0.47058823704719543,85,1,3,NA,NA,NA
control,NA,NA,0.5714285969734192,84,0,10,NA,NA,NA
control,NA,NA,0.7962962985038757,86,0,0,NA,NA,NA
team_mix,0.5,0.699999988079071,0.4571428596973419,84,1,3,25-50%,"(0.675,0.7]",0.699999988079071
control,NA,NA,0.47826087474823,82,0,2,NA,NA,NA
control,NA,NA,0.261904776096344,76,3,10,NA,NA,NA
control,NA,NA,0,89,2,10,NA,NA,NA
team_hom,0,0.75,0.16129031777381897,85,1,1,NA,"(0.725,0.775]",0.7600446332778249
team_mix,0.5,0.6000000238418579,0.14814814925193787,104,6,12,25-50%,"(0.575,0.625]",0.615526324824283
team_hom,0,0.800000011920929,0.35483869910240173,96,6,18,NA,"(0.775,0.8]",0.800000011920929
team_mix,0.5,0.6000000238418579,0.4571428596973419,83,12,17,25-50%,"(0.575,0.625]",0.615526324824283
team_mix,0.75,0.7749999761581421,0.14814814925193787,80,4,12,50-75%,"(0.725,0.775]",0.7600446332778249
team_mix,1,0.7749999761581421,0.75,83,1,6,75-100%,"(0.725,0.775]",0.7600446332778249
team_mix,0.5,0.675000011920929,0.16129031777381897,86,0,0,25-50%,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.3181818127632141,86,0,0,NA,NA,NA
control,NA,NA,0.6571428775787354,100,34,47,NA,NA,NA
team_hom,0,0.5,0.35820895433425903,101,0,5,NA,"(0.35,0.525]",0.49381187086058137
team_mix,0.5,0.675000011920929,0.1428571492433548,79,2,2,25-50%,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.6571428775787354,94,4,8,NA,NA,NA
team_hom,0,0.800000011920929,0.9230769276618958,106,12,12,NA,"(0.775,0.8]",0.800000011920929
team_mix,0.75,0.4000000059604645,0.35820895433425903,84,9,9,50-75%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.8064515590667725,87,0,8,NA,NA,NA
team_mix,1,0.6000000238418579,0.3461538553237915,110,1,2,75-100%,"(0.575,0.625]",0.615526324824283
team_mix,0.5,0.5,0.6571428775787354,64,12,27,25-50%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.575757622718811,84,0,0,NA,NA,NA
team_mix,0.75,0.675000011920929,0.3461538553237915,90,3,10,50-75%,"(0.65,0.675]",0.675000011920929
team_mix,0.5,0.675000011920929,0.523809552192688,95,2,5,25-50%,"(0.65,0.675]",0.675000011920929
team_hom,0,0.800000011920929,0.3461538553237915,111,NA,NA,NA,"(0.775,0.8]",0.800000011920929
team_mix,0.5,0.5,0.6571428775787354,68,0,0,25-50%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.6571428775787354,86,0,0,NA,NA,NA
team_hom,0,0.5249999761581421,0.35820895433425903,87,1,4,NA,"(0.35,0.525]",0.49381187086058137
team_mix,0.75,0.8500000238418579,0.6571428775787354,87,17,24,50-75%,"(0.8,0.975]",0.8523437511175871
team_mix,0.5,0.44999998807907104,0.35820895433425903,89,3,7,25-50%,"(0.35,0.525]",0.49381187086058137
team_hom,0,0.5,0.35820895433425903,74,4,5,NA,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.6571428775787354,70,4,6,NA,NA,NA
team_hom,0,0.5,0.35820895433425903,104,4,5,NA,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.3461538553237915,94,0,0,NA,NA,NA
team_mix,1,0.5249999761581421,0.575757622718811,78,3,8,75-100%,"(0.35,0.525]",0.49381187086058137
team_mix,0.75,0.625,0.35820895433425903,82,3,7,50-75%,"(0.575,0.625]",0.615526324824283
team_hom,0,0.5249999761581421,0.35820895433425903,88,7,13,NA,"(0.35,0.525]",0.49381187086058137
team_mix,0.5,0.6000000238418579,0.6571428775787354,73,3,5,25-50%,"(0.575,0.625]",0.615526324824283
team_mix,0.25,0.699999988079071,0.3461538553237915,76,3,7,0-25%,"(0.675,0.7]",0.699999988079071
team_hom,0,0.800000011920929,0.3461538553237915,93,0,0,NA,"(0.775,0.8]",0.800000011920929
control,NA,NA,0.6571428775787354,79,6,9,NA,NA,NA
control,NA,NA,0.35820895433425903,92,2,3,NA,NA,NA
team_mix,0.75,0.4000000059604645,0.13793103396892548,86,3,7,50-75%,"(0.35,0.525]",0.49381187086058137
team_mix,0.5,0.699999988079071,0.20930233597755432,77,4,7,25-50%,"(0.675,0.7]",0.699999988079071
team_mix,0.5,0.5,0.8888888955116272,86,1,4,25-50%,"(0.35,0.525]",0.49381187086058137
team_mix,0.75,0.550000011920929,0.641791045665741,96,19,35,50-75%,"(0.525,0.575]",0.5640410944207074
team_mix,1,0.7749999761581421,0.5,95,11,15,75-100%,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.515625,96,2,22,NA,NA,NA
team_mix,0.25,0.699999988079071,0.9074074029922485,77,1,8,0-25%,"(0.675,0.7]",0.699999988079071
control,NA,NA,0.515625,86,5,8,NA,NA,NA
team_mix,0.75,0.550000011920929,0.3731343448162079,79,4,9,50-75%,"(0.525,0.575]",0.5640410944207074
team_hom,0,0.75,0.5,101,3,30,NA,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.515625,91,8,9,NA,NA,NA
control,NA,NA,0.8064515590667725,107,1,10,NA,NA,NA
team_mix,0.75,0.6499999761581421,0.3731343448162079,90,11,17,50-75%,"(0.625,0.65]",0.6499999761581421
team_mix,0.5,0.6000000238418579,0.8064515590667725,73,2,4,25-50%,"(0.575,0.625]",0.615526324824283
team_hom,0,0.5,0.8064515590667725,93,2,7,NA,"(0.35,0.525]",0.49381187086058137
team_mix,0.5,0.5249999761581421,0.8064515590667725,83,2,10,25-50%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.8064515590667725,87,0,1,NA,NA,NA
team_hom,0,0.675000011920929,0.515625,63,NA,NA,NA,"(0.65,0.675]",0.675000011920929
team_mix,1,0.75,0.8620689511299133,84,6,33,75-100%,"(0.725,0.775]",0.7600446332778249
team_mix,1,0.625,0.3731343448162079,85,5,8,75-100%,"(0.575,0.625]",0.615526324824283
team_hom,0,0.625,0.3731343448162079,81,8,19,NA,"(0.575,0.625]",0.615526324824283
team_mix,0.5,0.44999998807907104,0.4000000059604645,88,2,3,25-50%,"(0.35,0.525]",0.49381187086058137
team_mix,0.75,0.6499999761581421,0.3731343448162079,91,5,5,50-75%,"(0.625,0.65]",0.6499999761581421
control,NA,NA,0.3461538553237915,113,0,0,NA,NA,NA
team_mix,0.5,0.7250000238418579,0.3731343448162079,103,3,7,25-50%,"(0.7,0.725]",0.7250000238418579
team_mix,0.25,0.5249999761581421,0.4000000059604645,80,1,2,0-25%,"(0.35,0.525]",0.49381187086058137
team_mix,0.5,0.574999988079071,0.4000000059604645,95,2,9,25-50%,"(0.525,0.575]",0.5640410944207074
team_mix,0.25,0.699999988079071,0.3731343448162079,99,0,0,0-25%,"(0.675,0.7]",0.699999988079071
control,NA,NA,0.3731343448162079,82,1,1,NA,NA,NA
team_hom,0,0.800000011920929,0.3461538553237915,103,2,6,NA,"(0.775,0.8]",0.800000011920929
team_mix,0.5,0.574999988079071,0.3731343448162079,87,0,2,25-50%,"(0.525,0.575]",0.5640410944207074
team_mix,0.5,0.5249999761581421,0.4000000059604645,100,6,7,25-50%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.3731343448162079,97,2,10,NA,NA,NA
team_hom,0,0.675000011920929,0.3731343448162079,83,10,21,NA,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.3731343448162079,69,1,2,NA,NA,NA
control,NA,NA,0.3731343448162079,87,0,2,NA,NA,NA
team_mix,0.25,0.699999988079071,0.3461538553237915,84,0,0,0-25%,"(0.675,0.7]",0.699999988079071
team_hom,0,0.675000011920929,0.3731343448162079,76,0,4,NA,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.3731343448162079,84,0,1,NA,NA,NA
team_mix,0.5,0.574999988079071,0.3731343448162079,79,3,4,25-50%,"(0.525,0.575]",0.5640410944207074
team_hom,0,0.800000011920929,0.3461538553237915,84,4,15,NA,"(0.775,0.8]",0.800000011920929
team_mix,0.25,0.699999988079071,0.3731343448162079,87,0,1,0-25%,"(0.675,0.7]",0.699999988079071
control,NA,NA,0.3461538553237915,85,1,3,NA,NA,NA
control,NA,NA,0.4000000059604645,74,1,1,NA,NA,NA
control,NA,NA,0.3731343448162079,80,0,1,NA,NA,NA
control,NA,NA,0.3731343448162079,81,0,1,NA,NA,NA
team_mix,1,0.7250000238418579,0.3731343448162079,84,1,3,75-100%,"(0.7,0.725]",0.7250000238418579
control,NA,NA,0.3461538553237915,107,0,0,NA,NA,NA
team_hom,0,0.625,0.3731343448162079,83,0,2,NA,"(0.575,0.625]",0.615526324824283
team_mix,0.5,0.7250000238418579,0.3731343448162079,85,NA,NA,25-50%,"(0.7,0.725]",0.7250000238418579
team_hom,0,0.800000011920929,0.3461538553237915,80,1,1,NA,"(0.775,0.8]",0.800000011920929
team_hom,0,0.675000011920929,0.3731343448162079,78,0,1,NA,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.3731343448162079,85,2,2,NA,NA,NA
team_mix,0.5,0.7250000238418579,0.3731343448162079,95,2,5,25-50%,"(0.7,0.725]",0.7250000238418579
control,NA,NA,0.3731343448162079,78,0,4,NA,NA,NA
control,NA,NA,0.3731343448162079,75,0,1,NA,NA,NA
team_mix,0.25,0.699999988079071,0.3731343448162079,96,5,9,0-25%,"(0.675,0.7]",0.699999988079071
control,NA,NA,0.3461538553237915,94,0,0,NA,NA,NA
team_hom,0,0.675000011920929,0.3731343448162079,95,0,0,NA,"(0.65,0.675]",0.675000011920929
team_mix,0.5,0.44999998807907104,0.4000000059604645,86,1,1,25-50%,"(0.35,0.525]",0.49381187086058137
team_mix,0.5,0.7250000238418579,0.3731343448162079,73,1,1,25-50%,"(0.7,0.725]",0.7250000238418579
team_mix,0.75,0.625,0.3461538553237915,88,4,11,50-75%,"(0.575,0.625]",0.615526324824283
control,NA,NA,0.4000000059604645,98,1,2,NA,NA,NA
team_hom,0,0.5,0.4000000059604645,100,0,1,NA,"(0.35,0.525]",0.49381187086058137
team_mix,0.75,0.7250000238418579,0.3461538553237915,97,5,16,50-75%,"(0.7,0.725]",0.7250000238418579
team_hom,0,0.5249999761581421,0.4000000059604645,84,2,3,NA,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.3731343448162079,78,2,13,NA,NA,NA
team_hom,0,0.5249999761581421,0.4000000059604645,75,5,7,NA,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.3461538553237915,87,0,0,NA,NA,NA
team_hom,0,0.699999988079071,0.5,84,1,3,NA,"(0.675,0.7]",0.699999988079071
control,NA,NA,0.78125,111,4,9,NA,NA,NA
control,NA,NA,0.0476190485060215,86,2,11,NA,NA,NA
team_mix,0.75,0.625,0.20930233597755432,101,6,11,50-75%,"(0.575,0.625]",0.615526324824283
team_mix,1,0.675000011920929,0.20930233597755432,97,10,31,75-100%,"(0.65,0.675]",0.675000011920929
team_hom,0,0.8500000238418579,0.78125,89,3,11,NA,"(0.8,0.975]",0.8523437511175871
team_mix,0.75,0.675000011920929,0.7352941036224365,87,8,22,50-75%,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.7352941036224365,84,3,6,NA,NA,NA
team_mix,0.75,0.6499999761581421,0.14814814925193787,95,1,22,50-75%,"(0.625,0.65]",0.6499999761581421
control,NA,NA,0.8888888955116272,84,1,4,NA,NA,NA
control,NA,NA,0.8823529481887817,86,3,10,NA,NA,NA
control,NA,NA,0.8823529481887817,79,3,13,NA,NA,NA
team_mix,0.5,0.7749999761581421,0.8823529481887817,97,5,12,25-50%,"(0.725,0.775]",0.7600446332778249
team_mix,1,0.6000000238418579,0.14814814925193787,104,2,5,75-100%,"(0.575,0.625]",0.615526324824283
team_hom,0,0.675000011920929,0.7352941036224365,76,3,12,NA,"(0.65,0.675]",0.675000011920929
team_mix,0.5,0.675000011920929,0.7352941036224365,93,7,21,25-50%,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.7352941036224365,96,0,7,NA,NA,NA
team_hom,0,0.875,0.7352941036224365,80,1,4,NA,"(0.8,0.975]",0.8523437511175871
control,NA,NA,0.36666667461395264,94,0,0,NA,NA,NA
team_mix,0.75,0.7250000238418579,0.7352941036224365,78,0,3,50-75%,"(0.7,0.725]",0.7250000238418579
team_mix,0.75,0.6499999761581421,0.36666667461395264,75,6,17,50-75%,"(0.625,0.65]",0.6499999761581421
team_mix,0.75,0.550000011920929,0.529411792755127,95,2,9,50-75%,"(0.525,0.575]",0.5640410944207074
team_hom,0,0.7749999761581421,0.4642857313156128,95,20,44,NA,"(0.725,0.775]",0.7600446332778249
team_mix,0.5,0.800000011920929,0.4642857313156128,104,13,21,25-50%,"(0.775,0.8]",0.800000011920929
team_hom,0,0.7250000238418579,0.4642857313156128,84,11,12,NA,"(0.7,0.725]",0.7250000238418579
team_hom,0,0.800000011920929,0.5925925970077515,84,0,1,NA,"(0.775,0.8]",0.800000011920929
control,NA,NA,0.529411792755127,100,2,4,NA,NA,NA
control,NA,NA,0.6571428775787354,84,8,13,NA,NA,NA
control,NA,NA,0.529411792755127,83,0,0,NA,NA,NA
control,NA,NA,0.5925925970077515,99,0,0,NA,NA,NA
team_mix,1,0.4000000059604645,0.529411792755127,85,1,12,75-100%,"(0.35,0.525]",0.49381187086058137
team_mix,1,0.5249999761581421,0.5925925970077515,85,19,44,75-100%,"(0.35,0.525]",0.49381187086058137
team_mix,0.5,0.8500000238418579,0.5714285373687744,90,6,9,25-50%,"(0.8,0.975]",0.8523437511175871
team_mix,0.75,0.625,0.5925925970077515,98,3,10,50-75%,"(0.575,0.625]",0.615526324824283
control,NA,NA,0,82,0,0,NA,NA,NA
team_mix,0.5,0.75,0.529411792755127,76,NA,NA,25-50%,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.529411792755127,83,NA,NA,NA,NA,NA
control,NA,NA,0.1428571492433548,97,4,8,NA,NA,NA
team_hom,0,0.7250000238418579,0.529411792755127,80,1,1,NA,"(0.7,0.725]",0.7250000238418579
team_hom,0,0.800000011920929,0.5925925970077515,93,1,4,NA,"(0.775,0.8]",0.800000011920929
control,NA,NA,0.529411792755127,103,1,3,NA,NA,NA
team_mix,0.75,0.7749999761581421,0.5714285373687744,91,4,5,50-75%,"(0.725,0.775]",0.7600446332778249
team_mix,0.5,0.75,0.515625,87,6,10,25-50%,"(0.725,0.775]",0.7600446332778249
team_mix,0.75,0.625,0.529411792755127,90,7,7,50-75%,"(0.575,0.625]",0.615526324824283
team_hom,0,0.7250000238418579,0.5714285373687744,80,6,15,NA,"(0.7,0.725]",0.7250000238418579
team_mix,0.25,0.699999988079071,0.8604651689529419,83,9,20,0-25%,"(0.675,0.7]",0.699999988079071
team_hom,0,0.7749999761581421,0.575757622718811,76,6,10,NA,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.1428571492433548,93,2,4,NA,NA,NA
team_hom,0,0.7250000238418579,0.529411792755127,77,2,5,NA,"(0.7,0.725]",0.7250000238418579
team_mix,0.5,0.800000011920929,0.5925925970077515,85,0,0,25-50%,"(0.775,0.8]",0.800000011920929
control,NA,NA,0.529411792755127,92,7,8,NA,NA,NA
team_mix,0.25,0.6499999761581421,0.529411792755127,85,NA,NA,0-25%,"(0.625,0.65]",0.6499999761581421
control,NA,NA,0.5925925970077515,47,3,6,NA,NA,NA
team_mix,0.75,0.5,0.5925925970077515,71,2,10,50-75%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.529411792755127,76,0,1,NA,NA,NA
team_hom,0,0.675000011920929,0.1428571492433548,82,1,6,NA,"(0.65,0.675]",0.675000011920929
team_hom,0,0.699999988079071,0.529411792755127,88,6,11,NA,"(0.675,0.7]",0.699999988079071
control,NA,NA,0.529411792755127,84,0,1,NA,NA,NA
control,NA,NA,0.5925925970077515,72,0,0,NA,NA,NA
team_mix,0.75,0.675000011920929,0.5925925970077515,74,2,11,50-75%,"(0.65,0.675]",0.675000011920929
team_mix,0.75,0.44999998807907104,0.35820895433425903,72,1,9,50-75%,"(0.35,0.525]",0.49381187086058137
control,NA,NA,0.4000000059604645,75,1,5,NA,NA,NA
team_hom,0,0.800000011920929,0.9074074029922485,66,8,24,NA,"(0.775,0.8]",0.800000011920929
control,NA,NA,0.07692307978868484,75,3,4,NA,NA,NA
team_hom,0,0.7250000238418579,0.575757622718811,86,1,4,NA,"(0.7,0.725]",0.7250000238418579
control,NA,NA,0.8823529481887817,80,18,24,NA,NA,NA
team_hom,0,0.800000011920929,0.5925925970077515,76,11,18,NA,"(0.775,0.8]",0.800000011920929
team_mix,0.5,0.75,0.8823529481887817,103,23,35,25-50%,"(0.725,0.775]",0.7600446332778249
team_mix,0.25,0.699999988079071,0.3731343448162079,94,1,2,0-25%,"(0.675,0.7]",0.699999988079071
team_mix,0.5,0.4749999940395355,0.35820895433425903,87,5,20,25-50%,"(0.35,0.525]",0.49381187086058137
team_mix,0.25,0.6499999761581421,0.5714285373687744,100,6,12,0-25%,"(0.625,0.65]",0.6499999761581421
team_mix,0.75,0.7749999761581421,0.8823529481887817,77,8,16,50-75%,"(0.725,0.775]",0.7600446332778249
team_mix,1,0.75,0.4642857313156128,84,8,20,75-100%,"(0.725,0.775]",0.7600446332778249
team_hom,0,0.7250000238418579,0.5909090638160706,86,6,13,NA,"(0.7,0.725]",0.7250000238418579
team_mix,1,0.675000011920929,0.5714285373687744,80,30,32,75-100%,"(0.65,0.675]",0.675000011920929
control,NA,NA,0.8823529481887817,94,47,56,NA,NA,NA
team_mix,0.75,0.675000011920929,0.5588235855102539,86,3,10,50-75%,"(0.65,0.675]",0.675000011920929
team_hom,0,0.75,0.5,93,0,0,NA,"(0.725,0.775]",0.7600446332778249
control,NA,NA,0.5588235855102539,78,4,8,NA,NA,NA
team_hom,0,0.574999988079071,0.4642857313156128,75,4,15,NA,"(0.525,0.575]",0.5640410944207074
team_mix,1,0.675000011920929,0.930232584476471,78,2,4,75-100%,"(0.65,0.675]",0.675000011920929
team_mix,1,0.6499999761581421,0.5588235855102539,86,1,3,75-100%,"(0.625,0.65]",0.6499999761581421
team_mix,1,0.7749999761581421,0.3731343448162079,86,2,2,75-100%,"(0.725,0.775]",0.7600446332778249
